,longitude,latitude,insertDate,uploader,firstLevelid,sheetName,filepath,province,city,country,village,street,oldProvince,oldCity,oldCountry,oldVillage,oldStreet,eastlongitude,northlatitude,population,nation,minorityInfo,dialectInfo,operaInfo,source,degree,area,slice,slices
24C64,113.04152777777779,34.95666666666666,,,24C64,,河南/温县需交文件电子版/模板表/其他/概况.xls,河南,焦作市,温县,温泉镇,（无）,,,,,,,,46.8万,根据2016年数据显示，本调查点有16个少数民族成份，约270多人，回族居多。,（无）,温县地处博爱（沁河）之南，有些入声已有舒化；南部黄河滩与移民接触较多，受其方言影响；南部又与官话区为邻，故其方言正处于变化之中，不太稳定。,主要是老怀邦，代表性曲目有《赵氏孤儿》、《辕门斩子》等。,yubao,common,晋语,邯新片,获济小片
24C58,114.73333333333333,35.18333333333334,,,24C58,,河南/长垣需交文件电子版/模板表/其他/概况.xls,河南,（无）,长垣,蒲东街道,（无）,,,,,,,,47万,汉族约69.3万；回、藏、壮等少数民族共计约0.7万人,（无）,长垣方言按中古咸、深、山、臻四摄阳声韵韵尾的读音，可分成两大区域，县城及周边乡镇，今音读作[-i]尾，与中古蟹、止摄合流，其余地方作[-n]尾。但县城年轻人中，咸、深、山、臻阳声韵字也出现了[-n]尾变体。,主要是豫剧、四平调、两夹弦。长垣县丁栾镇有落腔，系河南省非物质文化遗产。,yubao,common,中原官话,郑开片,方言系属不明
24C60,112.38333333333333,35.075,,,24C60,,河南/济源需交文件电子版/模板表/其他/概况.xls,河南,济源市,（无）,城关镇,（无）,,,,,,,,67万,根据2010年数据显示，本调查点共17个民族，汉族人口占98.5﹪，回族近1万人，占少数民族人口的90﹪以上。,（无）,济源话，分布在济源各乡镇，使用人口67万多，为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢,主要有王屋琴书，是济源土生土长的民间艺术，曾活跃在王屋、邵原一带，为百姓喜闻乐见。,yubao,common,晋语,邯新片,获济小片
24C68,114.01666666666667,32.96666666666667,,,24C68,,河南/驻马店需交文件电子版/模板表/其他/概况.xls,河南,驻马店市,驿城区,刘阁街道办事处,刘阁村,,,,,,,,90万（2015年）,汉族80.03；回族9.97。,（无）,驻马店驿城区的方言内部总体一致，特别是在方言词汇和语法方面一致性程度较高，语音方面略有差异。根据方言内部语音的差异，驿城区方言可以分为三片：东部、中部和西部。中部是驿城区方言的主体，此片主要包括城区的十个街道办事处及其周边相邻地区。方言的主要特点是声母不分舌尖前后音，只有一套ts、tsh、s；客、黑有tɕhie/khie、ɕie/xie两读，儿化韵与普通话接近。使用人口约63万，占总人口的70%。东部指水屯镇以东靠近汝南县境的一些村镇，方言的主要特点是，凡驻马店话s声母拼合口呼的音节，在此片一律读f声母，如水fei、书fu、说fɛ、宋fəŋ。另外，此片方言儿化有闪音现象存在。此片使用人口约8万，约占总人口的9%。西部指靠近遂平县和泌阳县的几个乡镇，方言的特点与中部接近，主要特点是客读tɕhie、黑读ɕie。此片使用人口约19万，占总人口的21%。,曲艺主要有大鼓书、坠子书和评书，地方戏主要有豫剧、曲剧和越调。各戏曲中，以豫剧最为驻马店人喜闻乐见和普及，几乎人人张口能唱。,yubao,common,中原官话,漯项片,系属不明
24C59,114.075,35.95833333333333,,,24C59,,河南/鹤壁需交文件电子版/模板表/其他/概况.xls,河南,鹤壁市,鹤山区,鹤壁集镇,东街村,,,,,,,,14万（2015年）,汉族13.9；回族179人。,（无）,鹤山区面积较小，共两个乡镇、五个街道办事处，方言内部差别不大，不存在方言岛问题。方言的差异主要表现为新老派口音的差别。文化水平较高、有外出生活经历和受过正规教育的人，an、ian、uan、yan一套读鼻音尾，不读鼻化韵；能区分ən、əŋ两套鼻音，能读出tʂ、tʂh、ʂ声母来。没有文化、无外出经历的世居百姓，an一套则读鼻化韵ɑ̃、iɑ̃、uɑ̃、yɑ̃，ən、əŋ两套不分，没有tʂ、tʂh、ʂ声母。,地方戏主要有豫剧、四股弦和大平调，其中以豫剧和四股弦较为流行。曲艺主要有秧歌、跑驴和唢呐。,yubao,common,晋语,邯新片,获济小片
24C61,114.50055555555556,35.64055555555555,,,24C61,,河南/浚县需交文件电子版/模板表/其他/概况.xls,河南,鹤壁,浚县,卫溪,（无）,,,,,,,,71万(2015年）,汉族；回族；藏族；壮族；满族。少数民族占比很小，共计185人。,（无）,浚县辖6镇1乡和4个街道办事处。根据各地语音的不同可以分为两个区。第一方言区辖：卫溪、黎阳、浚州。伾山4个办事处以及卫贤、小河、新镇、善堂、王庄5个镇，白寺乡东部和屯子镇东南部。第二方言区为白寺乡西部和屯子镇西、北部。二区的区别主要是ts，tsh，s，z和tʂ，tʂh，ʂ，ʐ的分混与否。第一区不混，第二区混读成ts，tsh，s，z。,浚县有坠胡，化妆坠子等说唱艺术，二者来源于民间说书艺术，表演中有坠胡、竹板、鼓作伴奏。此外，一直活跃于老百姓中间的地方戏有大平调、豫剧、曲剧、二夹弦、落腔、皮影戏等。,yubao,common,中原官话,郑开片,系属不明
24C66,113.91666666666667,31.974999999999998,,,24C66,,河南/信阳需交文件电子版/模板表/其他/概况.xls,河南,信阳市,浉河区,民权街道,白果树,,,,,,,,56万(2015年数据),汉族55.5万；回族0.53万；蒙古族243；满族199。,（无）,浉河区方言内部有差异，尤其南部的谭家河镇方言跟老城区差异较大。声调上，谭家河阴平42、阳平44、上声35、去声422。声母上，谭家河ts、t有别。韵母上，谭家河有类韵母。,主要由豫剧。主要是当地中老年人模仿河南北部开封等地方言演唱，声、韵、调接近河南北部开封等地方言。,yubao,common,中原官话,信蚌片,系属不明
24C62,112.41666666666666,34.68333333333334,,,24C62,,河南/洛阳需交文件电子版/模板表/其他/概况.xls,河南,洛阳,老城区,南关,马市街,,,,,,,,18.5万（2010年第六次人口普查）,汉族18.27万，占总人口的98.8%；其他少数民族2220人，约占全市总人口的1.2%(以上数据包括普查时的流动人口).,（无）,"洛阳老城话,分布在老城区,使用人口18.5万多,为本地普遍通用的方言,近年来变化较快,特别是年轻人,正在向普通话靠拢。老城区大体以四关（东关、西关、南关、北关）为界，四关内外语言差异很小，主要表现为韵母的不同和尖团音的不同，如“醋”，四关之内说“tshu31”，四关之外有的地方说“tshou31”。部分老城人尖团音已经合流。",主要是豫剧豫西调、曲剧洛阳小调曲和河洛大鼓。豫剧豫西调、曲剧洛阳小调曲有专业剧团，广为传唱；河洛大鼓是濒危曲种，2006年被列为第一批国家级非物质文化遗产。,yubao,common,中原官话,洛嵩片,系属不明
24C67,116.30833333333334,34.0,,,24C67,,河南/永城需交文件电子版/模板表/其他/概况.xls,河南,（无）,永城,城关镇,南关村,,,,,,,,155.9万（2016年）,汉族155.9万；回族577；其他少数民族共759。（2016年）,（无）,"永城方言属于中原官话商阜片，全市方言一致性程度较高，东北部芒山镇薛湖镇不分尖团，其余地区都分尖团，芒山、薛湖和西南部酂城镇、龙岗镇审母合口韵、开口韵的部分字读成非组字，如“书、水”读成fu,fei。","柳琴戏，河南省非物质文化遗产，主要分布于苏鲁豫皖四省交界地区；大铙，河南省非物质文化遗产,是永城稀有的传统戏曲剧种之一，因伴奏乐器得名；清音（豫东琴书），河南省非物质文化遗产，由传统的琴书艺术演变而来，以扬琴、软弓、京胡伴奏为主。",yubao,common,中原官话,商阜片,系属不明
24C63,115.65,34.3,,,24C63,,河南/商丘需交文件电子版/模板表/其他/概况.xls,河南,商丘市,梁园区,（无）,（无）,,,,,,,,915.12万（2016年）,回、满、苗、黎共35个民族，回族有113691人。,（无）,商丘市今包括梁园区和睢阳区，梁园区为商丘市老城区，睢阳区为旧商丘县并入商丘市后所有之新名。梁园区不分尖团，睢阳区分尖团，其余大致一致。,商丘大鼓书。一般流行于街头，以大鼓、二胡、快板等为伴奏。,yubao,common,中原官话,商阜片,系属不明
24C65,113.41666666666667,35.05833333333334,,,24C65,,河南/武陟需交文件电子版/模板表/其他/概况.xls,河南,焦作,武陟,圪垱店乡,圪垱店村,,,,,,,,746909(2015年),汉族731791；回族14490；满族、壮族、苗族、黎族、藏族等448。,（无）,存在地域差异和年龄差异，但内部差异不大。县东、县中和县西略有不同。,主要是东路怀梆、二股弦、大辫戏。,yubao,common,晋语,邯新片,获济小片
24378,114.96666666666667,34.891666666666666,,,24378,,河南/兰考需交文件电子版/模板表/其他/概况.xls,河南,（无）,兰考,城北社区,（无）,,,,,,,,84.6万,本县民族有汉、回、蒙古、土家、满等，汉族约84万人，第一大少数民族回族共5489人。,（无）,历史上的州县分合形成了今兰考方言的内部差异。依据中古知庄章组声母的不同分合大体分为三区：第一区以城关镇为代表，包括城关镇、城关乡、三义寨乡、东坝头乡、谷营乡、爪营乡、仪封乡以及红庙镇西南部，古属兰封县。这一区古知庄章三组今合为一组[ts、tsh、s]。第二区以堌阳镇为代表，包括堌阳镇、孟寨乡、阎楼乡、红庙镇北部、小宋乡西北部，古属考城。这一区古知庄章三组今演变为[ts、tsh、s]和[tʃ、tʃ、ʃ]两组。第三区以张君墓镇为代表，包括张君墓镇、南彰镇、葡萄架乡、许河乡、小宋乡东南部、红庙镇东部，古属考城。这一区古知庄章三组今演变为[ts、tsh、s]、[tʃ、tʃh、ʃ]和[tɕ、tɕh、ɕ]三组。另一个比较明显的区别是：一区大部分地区非组与晓匣组相混，读为[x]。县城人非组字与晓匣组的合口字有时也读成[ɸ]或[f]，处于分化的过渡阶段。二区、三区[f]、[x]不混。,豫剧、仪封三弦。仪封三弦是一种民间说唱艺术，是河南坠子的前身。它风格质朴，说唱部分都用方言口语，富有浓郁的地方色彩，是兰考县非物质文化遗产传承之一。,yubao,common,,,
24380,113.843,35.2725,,,24380,,河南/新乡需交文件电子版/模板表/其他/概况.xls,河南,新乡,卫滨区,平原镇,（无）,,,,,,,,约23万,回族约5000人，汉族约22.5万人,（无）,新乡市卫滨区、红旗区、牧野区、凤泉区等四区方言属晋语邯新片获济小片，使用人口约90万，卫滨区、红旗区、牧野区方言较为一致，凤泉区方言与其它三区存在一定差别，典型特点是咸山摄阳声韵字在卫滨、红旗、牧野三区读作鼻化元音，而凤泉区丢失鼻音色彩，读作元音韵母ɛ/iɛ/uɛ/yɛ。随着普通话和周边官话方言的影响，新乡方言的晋语特点逐渐暗淡。,无本区方言特色地方戏，但通行豫剧,yubao,common,,,
24379,113.861659,36.019831,,,24379,,河南/林州需交文件电子版/模板表/其他/概况.xls,河南,安阳市,林州市,城关镇,（无）,,,,,,,,47万,汉族100万人；回族56353人；满族2029人；蒙古族2947人。,（无）,林州话，分布在林州市各乡镇，使用人口100多万，为本地普遍通用的方言。根据子尾词及其发音的不同可以分为三个片区：城关、合涧、原康、桂林、姚村（部分）、石板岩、东城等乡镇的子尾有两类[əʔ]和[ləʔ]；林淇、五龙、茶店三个乡镇的子尾是[tɐʔ]；任村、东岗、河顺等城镇是子变韵，音多为[-əu]。,主要就是林州方言快板。这种形式时常出现在婚丧嫁娶之时。,yubao,common,,,
24377,114.35,34.8,,,24377,,河南/开封需交文件电子版/模板表/其他/概况.xls,河南,开封市,鼓楼区,相国寺街道办事处,鼓楼社区,,,,,,,,14.3万,汉族13.7万；回族0.54万。,（无）,开封城区大体以明清城墙为界分为城内和城外。城内主要是世居开封的老居民，城外以解放后迁入的居民为主。移民的来源主要是开封下辖五县(开封县、杞县、通许县、兰考县和尉氏县)和黄河以北新乡市的封丘、长垣二县。语言的差别主要表现在古入声字的读音和子变韵上。以“客”为例，城内读khɛ24，城外读khiɛ24；另一差别是子变韵。城外居民普遍有子变韵，如[鼻子]读piou53、[袜子]读Ǿuɔo24、[鸡子]读tɕiou24。城内居民只有少数词汇读子变韵，大部分词汇则读同普通话一样的儿化韵。城内老派居民也视子变韵为“乡下音”或“河北(黄河以北)音”。,地方戏主要有豫剧、曲剧和二夹弦，地方曲艺主要有河南坠子和快板书。豫剧是影响最大的地方戏，有专业剧团，街头巷尾随处有人演唱。其它曲艺形式现在已基本消失。,yubao,common,,,
