cid,CCR,zhongguoyuyan,simplified,traditional,character
4569,10940,0111,竖,竪,竪
4570,10939,,竖,豎,豎
4571,20013,,站,站,站
4572,13833,,竝,竝,竝
4573,19182,,竞,競,競
4574,19179,,竟,竟,竟
4575,7087,0738,章,章,章
4576,10561,,竢,竢,竢
4577,4056,,竣,竣,竣
4578,20,,童,童,童
4579,9983,,竦,竦,竦
4580,14929,,竩,竩,竩
4581,21719,,竭,竭,竭
4582,22739,,竭,竭,竭
4583,4783,0557,端,端,端
4584,3312,,竵,竵,竵
4585,20522,0966,竹,竹,竹
4586,20523,,竺,竺,竺
4587,2292,,竽,竽,竽
4588,4707,,竿,竿,竿
4589,20653,,笃,篤,篤
4590,3070,,笄,笄,笄
4591,6881,,笆,笆,笆
4592,24655,,笈,笈,笈
4593,11568,,笉,笉,笉
4594,18538,,笊,笊,笊
4595,12837,,笊,笊,笊
4596,11637,0680,笋,筍,筍
4597,11638,,笋,笋,笋
4598,19110,,笐,笐,笐
4599,7390,,笐,笐,笐
4600,,0315,笑,,笑
4601,21353,0645,笔,筆,筆
4602,12221,,笕,筧,筧
4603,7728,,笙,笙,笙
4604,24079,0905,笛,笛,笛
4605,1833,,笞,笞,笞
4606,24670,,笠,笠,笠
4607,18940,,笡,笡,笡
4608,15376,,笥,笥,笥
4609,2503,,符,符,符
4610,11923,,笨,笨,笨
4611,21930,,笪,笪,笪
4612,16095,,第,第,第
4613,23465,,笮,笮,笮
4614,14069,,笱,笱,笱
4615,6831,,笳,笳,笳
4616,11978,,笴,笴,笴
4617,5093,,笺,箋,箋
4618,618,,笻,笻,笻
4619,232,,笼,籠,籠
4620,451,,笼,籠,籠
4621,9888,,笼,籠,籠
4622,5268,,笾,籩,籩
4623,12181,,筅,筅,筅
4624,13848,0795,等,等,等
4625,11483,,等,等,等
4626,4283,0657,筋,筋,筋
4627,5541,,筌,筌,筌
4628,21615,,筏,筏,筏
4629,7258,0770,筐,筐,筐
4630,20524,,筑,筑,筑
4631,20525,,筑,築,築
4632,28,,筒,筒,筒
4633,24789,,答,答,答
4634,23641,0855,策,策,策
4635,1317,,筛,篩,篩
4636,7903,,筝,箏,箏
4637,3928,,筠,筠,筠
4638,12035,,筦,筦,筦
4639,17825,,筭,筭,筭
4640,16425,,筮,筮,筮
4641,15680,,筯,筯,筯
4642,12578,,筱,筱,筱
4643,6124,,筲,筲,筲
4644,5334,,筵,筵,筵
4645,8771,,筹,籌,籌
4646,9540,0411,签,籤,籤
4647,12577,,筿,篠,篠
4648,12145,,简,簡,簡
4649,15304,,箅,箅,箅
4650,16207,,箅,箅,箅
4651,2717,0071,箍,箍,箍
4652,14003,,箒,箒,箒
4653,20202,,箓,箓,箓
4654,23267,,箔,箔,箔
4655,1760,,箕,箕,箕
4656,12030,0563,算,算,算
4657,179,,箜,箜,箜
4658,9625,,箝,箝,箝
4659,1264,,箠,箠,箠
4660,12034,,管,管,管
4661,25231,,箧,篋,篋
4662,23186,,箨,籜,籜
4663,6554,,箩,籮,籮
4664,5651,0329,箫,簫,簫
4665,23007,,箬,箬,箬
4666,18167,,箭,箭,箭
4667,7182,,箱,箱,箱
4668,12180,,箲,箲,箲
4669,9126,,箴,箴,箴
4670,15656,,箸,箸,箸
4671,15679,,箸,箸,箸
4672,7452,,篁,篁,篁
4673,5566,,篅,篅,篅
4674,12521,,篆,篆,篆
4675,5416,,篇,篇,篇
4676,8903,,篌,篌,篌
4677,14128,,篓,簍,簍
4678,8953,,篓,簍,簍
4679,6262,,篙,篙,篙
4680,9011,,篝,篝,篝
4681,17916,,篡,篡,篡
4682,3056,,篦,篦,篦
4683,1214,,篪,篪,篪
4684,9453,,篮,籃,籃
4685,1023,,篱,籬,籬
4686,343,,篷,篷,篷
4687,9026,,篼,篼,篼
4688,22607,0545,篾,篾,篾
4689,1232,,簁,簁,簁
4690,19622,,簆,簆,簆
4691,20250,,簇,簇,簇
4692,20201,,簏,簏,簏
4693,14558,,簟,簟,簟
4694,7446,,簧,簧,簧
4695,9283,,簪,簪,簪
4696,9372,,簪,簪,簪
4697,11979,,簳,簳,簳
4698,9497,,簷,簷,簷
4699,13162,,簸,簸,簸
4700,18745,,簸,簸,簸
4701,11081,0060,簿,簿,簿
4702,16687,,籁,籟,籟
4703,23901,,籍,籍,籍
4704,22951,,籥,籥,籥
4705,3333,,籭,籭,籭
4706,23081,,籰,籰,籰
4707,11245,0155,米,米,米
4708,24081,,籴,糴,糴
4709,24082,,籴,籴,籴
4710,15081,0258,类,類,類
4711,5304,,籼,秈,秈
4712,11681,0693,粉,粉,粉
4713,24669,,粒,粒,粒
4714,23250,,粕,粕,粕
4715,11083,,粗,粗,粗
4716,2893,,粗,粗,粗
4717,9586,,粘,粘,粘
4718,18302,,粜,糶,糶
4719,3144,,粞,粞,粞
4720,20843,,粟,粟,粟
4721,21630,,粤,粵,粵
4722,20494,0969,粥,粥,粥
4723,20454,,粥,粥,粥
4724,17425,0694,粪,糞,糞
4725,7041,,粮,粮,粮
4726,7042,,粮,糧,糧
4727,7040,,粱,粱,粱
4728,17716,,粲,粲,粲
4729,7588,,粳,粳,粳
4730,15075,,粹,粹,粹
4731,3834,,粼,粼,粼
4732,14701,0928,粽,糉,糉
4733,14702,,粽,粽,粽
4734,7916,,精,精,精
4735,13089,,粿,粿,粿
4736,19558,,糅,糅,糅
4737,2677,,糊,糊,糊
4738,1388,,糍,餈,餈
4739,20118,,糓,糓,糓
4740,7301,0709,糖,糖,糖
4741,13939,,糗,糗,糗
4742,18634,0289,糙,糙,糙
4743,7302,,糛,糛,糛
4744,858,,糜,糜,糜
4745,6391,,糟,糟,糟
4746,7409,0713,糠,糠,糠
4747,16164,0168,系,系,系
4748,16168,,系,繫,繫
4749,16150,,系,係,係
4750,16152,,系,繫,繫
4751,17393,,紊,紊,紊
4752,15971,,素,素,素
4753,23288,0719,索,索,索
4754,23452,,索,索,索
4755,11551,0641,紧,緊,緊
4756,10262,0200,紫,紫,紫
4757,14897,,累,累,累
4758,10111,,累,累,累
4759,11512,,紾,紾,紾
4760,10110,,絫,絫,絫
4761,15689,,絮,絮,絮
4762,12214,,絸,絸,絸
4763,12559,,絻,絻,絻
4764,21492,,綍,綍,綍
4765,12735,,綤,綤,綤
4766,24433,,緎,緎,緎
4767,5432,,緜,緜,緜
4768,8528,,緧,緧,緧
4769,8447,,緪,緪,緪
4770,9850,,緫,緫,緫
4771,5389,,緾,緾,緾
4772,6314,,縚,縚,縚
4773,859,,縻,縻,縻
4774,4340,,繁,繁,繁
4775,23016,,繛,繛,繛
4776,12062,,纂,纂,纂
4777,14165,,纠,糾,糾
4778,2596,,纡,紆,紆
4779,262,0934,红,紅,紅
4780,13961,,纣,紂,紂
4781,9534,,纤,纖,纖
4782,23019,0757,约,約,約
4783,24680,,级,級,級
4784,4748,,纨,紈,紈
4785,10487,,纪,紀,紀
4786,3885,,纫,紉,紉
4787,15495,,纬,緯,緯
4788,4158,,纭,紜,紜
4789,4014,0685,纯,純,純
4790,1613,,纰,紕,紕
4791,6903,,纱,紗,紗
4792,7392,,纲,綱,綱
4793,24881,,纳,納,納
4794,9156,,纴,紝,紝
4795,14798,,纵,縱,縱
4796,595,,纵,縱,縱
4797,4045,,纶,綸,綸
4798,4251,,纷,紛,紛
4799,10028,0204,纸,紙,紙
4800,4138,,纹,紋,紋
4801,13420,0766,纺,紡,紡
4802,10698,,纻,紵,紵
4803,13878,,纽,紐,紐
4804,2027,,纾,紓,紓
4805,18112,0507,线,線,線
4806,18113,,线,綫,綫
4807,18031,,练,練,練
4808,11090,,组,組,組
4809,3805,,绅,紳,紳
4810,16132,,细,細,細
4811,24217,0825,织,織,織
4812,75,0955,终,終,終
4813,19504,,绉,縐,縐
4814,17840,,绊,絆,絆
4815,21493,,绋,紼,紼
4816,21449,,绌,絀,絀
4817,12734,,绍,紹,紹
4818,23800,,绎,繹,繹
4819,8051,0900,经,經,經
4820,19297,,经,經,經
4821,,0775,绑,,绑
4822,114,,绒,絨,絨
4823,22425,0551,结,結,結
4824,16010,,绔,絝,絝
4825,18464,0319,绕,繞,繞
4826,12698,,绕,繞,繞
4827,19216,,绗,絎,絎
4828,16615,,绘,繪,繪
4829,24678,,给,給,給
4830,17975,,绚,絢,絢
4831,14819,,绛,絳,絳
4832,23149,,络,絡,絡
4833,22793,0602,绝,絕,絕
4834,12818,,绞,絞,絞
4835,14773,0944,统,統,統
4836,18142,,绢,絹,絹
4837,19543,,绣,繡,繡
4838,1513,,绥,綏,綏
4839,16151,,继,繼,繼
4840,3003,,绨,綈,綈
4841,24121,,绩,績,績
4842,10808,,绪,緒,緒
4843,8296,,绫,綾,綾
4844,20839,,续,續,續
4845,10134,,绮,綺,綺
4846,1916,,绯,緋,緋
4847,23015,,绰,綽,綽
4848,8324,0813,绳,繩,繩
4849,1489,,维,維,維
4850,5433,,绵,綿,綿
4851,13992,,绶,綬,綬
4852,19590,,绶,綬,綬
4853,7874,,绷,繃,繃
4854,8766,0355,绸,綢,綢
4855,13874,,绺,綹,綹
4856,14770,,综,綜,綜
4857,17949,,绽,綻,綻
4858,12091,,绾,綰,綰
4859,20800,0991,绿,綠,綠
4860,16341,,缀,綴,綴
4861,22840,,缀,綴,綴
4862,1804,,缁,緇,緇
4863,7175,,缃,緗,緗
4864,9714,,缄,緘,緘
4865,12443,,缅,緬,緬
4866,19874,,缆,纜,纜
4867,24592,,缉,緝,緝
4868,17018,,缋,繢,繢
4869,12086,,缎,緞,緞
4870,5424,,缏,緶,緶
4871,14949,,缒,縋,縋
4872,12005,,缓,緩,緩
4873,16100,,缔,締,締
4874,3007,,缔,締,締
4875,10989,,缕,縷,縷
4876,5274,,编,編,編
4877,5529,,编,編,編
4878,12252,,编,編,編
4879,3943,,缗,緡,緡
4880,5496,,缘,緣,緣
4881,17292,,缙,縉,縉
4882,23076,0774,缚,縛,縛
4883,18771,,缚,縛,縛
4884,20776,,缛,縟,縟
4885,11504,,缜,縝,縝
4886,11513,,缜,縝,縝
4887,14785,0977,缝,縫,縫
4888,571,,缝,縫,縫
4889,3523,,缞,縗,縗
4890,12961,,缟,縞,縞
4891,5388,0508,缠,纏,纏
4892,18288,,缠,纏,纏
4893,14967,,缢,縊,縊
4894,16196,,缢,縊,縊
4895,3886,,缤,繽,繽
4896,12716,,缥,縹,縹
4897,7951,,缨,纓,纓
4898,20353,0968,缩,縮,縮
4899,19753,,缪,繆,繆
4900,8887,,缪,繆,繆
4901,9081,,缪,繆,繆
4902,6348,,缫,繅,繅
4903,12950,,缫,繅,繅
4904,5762,,缭,繚,繚
4905,18118,,缮,繕,繕
4906,8355,,缯,繒,繒
4907,7121,,缰,繮,繮
4908,7122,,缰,韁,韁
4909,12369,,缱,繾,繾
4910,6349,,缲,繰,繰
4911,12591,,缴,繳,繳
4912,13931,,缶,缶,缶
4913,713,,缸,缸,缸
4914,22467,0621,缺,缺,缺
4915,22809,,缺,缺,缺
4916,8250,,缾,缾,缾
4917,7823,,罂,罌,罌
4918,19325,,罄,罄,罄
4919,18819,,罅,罅,罅
4920,4535,,罇,罇,罇
4921,13424,0769,网,網,網
4922,13423,,网,网,网
4923,13425,,罔,罔,罔
4924,6552,,罗,羅,羅
4925,8850,,罘,罘,罘
4926,21617,0615,罚,罰,罰
4927,10068,,罢,罷,罷
4928,11290,,罢,罷,罷
4929,8845,,罦,罦,罦
4930,18492,0302,罩,罩,罩
4931,11372,0177,罪,罪,罪
4932,15434,,置,置,置
4933,14398,,罱,罱,罱
4934,15647,,署,署,署
4935,1025,,罹,罹,罹
4936,8400,,罾,罾,罾
4937,1084,,羁,羈,羈
4938,24151,,羃,羃,羃
4939,7005,,羊,羊,羊
4940,7110,,羌,羌,羌
4941,10335,,美,美,美
4942,6255,,羔,羔,羔
4943,8208,,羚,羚,羚
4944,8613,,羞,羞,羞
4945,7780,,羟,羥,羥
4946,18267,,羡,羨,羨
4947,1307,,羡,羨,羨
4948,4225,,群,羣,羣
4949,744,,羫,羫,羫
4950,21713,,羯,羯,羯
4951,960,,羲,羲,羲
4952,889,,羸,羸,羸
4953,7590,,羹,羹,羹
4954,12155,,羼,羼,羼
4955,15845,,羽,羽,羽
4956,10835,,羽,羽,羽
4957,16140,,羿,羿,羿
4958,287,0935,翁,翁,翁
4959,14971,,翄,翄,翄
4960,14970,,翅,翅,翅
4961,24352,,翌,翌,翌
4962,8171,,翎,翎,翎
4963,7032,,翔,翔,翔
4964,24708,,翕,翕,翕
4965,18462,,翘,翹,翹
4966,23556,,翟,翟,翟
4967,24075,,翟,翟,翟
4968,15241,,翠,翠,翠
4969,15556,,翡,翡,翡
4970,15658,,翥,翥,翥
4971,12398,,翦,翦,翦
4972,5418,,翩,翩,翩
4973,17613,,翰,翰,翰
4974,16185,,翳,翳,翳
4975,6402,,翺,翺,翺
4976,4375,0605,翻,翻,翻
4977,24355,,翼,翼,翼
4978,18376,,耀,耀,耀
4979,12881,0285,老,老,老
4980,13001,,考,考,考
4981,18604,,耄,耄,耄
4982,13192,,者,者,者
4983,1432,,耆,耆,耆
4984,1724,,而,而,而
4985,17118,,耐,耐,耐
4986,10410,,耒,耒,耒
4987,7765,0852,耕,耕,耕
4988,18547,,耖,耖,耖
4989,4155,,耘,耘,耘
4990,14081,,耦,耦,耦
4991,8944,,耧,耬,耬
4992,10010,,耩,耩,耩
4993,10517,0241,耳,耳,耳
4994,6758,,耶,耶,耶
4995,24951,,耷,耷,耷
4996,9985,,耸,聳,聳
4997,10585,,耻,恥,恥
4998,9383,,耽,耽,耽
4999,13665,,耿,耿,耿
5000,25101,,聂,聶,聶
5001,9462,,聃,聃,聃
5002,8156,,聆,聆,聆
5003,5730,,聊,聊,聊
5004,240,0926,聋,聾,聾
5005,24214,,职,職,職
5006,8219,,聍,聹,聹
5007,22084,,聒,聒,聒
5008,19268,,聘,聘,聘
5009,15849,,聚,聚,聚
5010,10850,,聚,聚,聚
5011,300,,聦,聦,聦
5012,15141,,聭,聭,聭
5013,5404,,聮,聮,聮
5014,6403,,聱,聱,聱
5015,21390,,聿,聿,聿
5016,20590,,肃,肅,肅
5017,15320,,肄,肄,肄
5018,15270,,肆,肆,肆
5019,12674,,肈,肈,肈
5020,20491,0972,肉,肉,肉
5021,24498,,肋,肋,肋
5022,1360,,肌,肌,肌
5023,13852,,肎,肎,肎
5024,7423,,肓,肓,肓
5025,17210,,肕,肕,肕
5026,18363,,肖,肖,肖
5027,13890,,肘,肘,肘
5028,11021,,肚,肚,肚
5029,11049,,肚,肚,肚
5030,671,,肛,肛,肛
5031,4708,0469,肝,肝,肝
5032,7131,,肠,腸,腸
5033,11059,,股,股,股
5034,783,,肢,肢,肢
5035,2577,,肤,膚,膚
5036,2578,,肤,肤,肤
5037,1925,0269,肥,肥,肥
5038,3568,,肧,肧,肧
5039,14837,,肨,肨,肨
5040,5119,0538,肩,肩,肩
5041,7085,,肪,肪,肪
5042,7162,,肪,肪,肪
5043,3988,,肫,肫,肫
5044,8459,,肬,肬,肬
5045,13491,,肮,骯,骯
5046,7529,,肮,肮,肮
5047,13851,0801,肯,肯,肯
5048,8423,,肱,肱,肱
5049,20451,0974,育,育,育
5050,6058,,肴,肴,肴
5051,6059,,肴,餚,餚
5052,17157,0195,肺,肺,肺
5053,11527,,肾,腎,腎
5054,9907,0982,肿,腫,腫
5055,18997,,胀,脹,脹
5056,25469,,胁,脅,脅
5057,15490,0275,胃,胃,胃
5058,19461,,胄,冑,冑
5059,14407,0387,胆,膽,膽
5060,16950,0172,背,背,背
5061,17052,,背,背,背
5062,3697,0119,胎,胎,胎
5063,784,,胑,胑,胑
5064,17850,0776,胖,胖,胖
5065,11505,,胗,胗,胗
5066,5136,,胘,胘,胘
5067,5292,,胘,胘,胘
5068,25431,,胛,胛,胛
5069,19377,,胜,勝,勝
5070,8339,,胜,勝,勝
5071,1609,,胝,胝,胝
5072,6160,,胞,胞,胞
5073,2662,,胡,胡,胡
5074,17219,,胤,胤,胤
5075,2098,,胥,胥,胥
5076,235,,胧,朧,朧
5077,19310,,胫,脛,脛
5078,5158,,胭,胭,胭
5079,718,,胮,胮,胮
5080,6815,,胯,胯,胯
5081,1304,,胰,胰,胰
5082,23216,,胳,胳,胳
5083,6071,,胶,胶,胶
5084,6081,,胶,膠,膠
5085,515,,胷,胷,胷
5086,21951,,胺,胺,胺
5087,5238,,胼,胼,胼
5088,8430,0798,能,能,能
5089,1278,,脂,脂,脂
5090,16325,,脃,脃,脃
5091,16327,,脆,脆,脆
5092,23582,,脉,脉,脉
5093,23775,,脊,脊,脊
5094,13487,,脏,髒,髒
5095,2926,,脐,臍,臍
5096,12906,0284,脑,腦,腦
5097,412,0945,脓,膿,膿
5098,4852,,脔,臠,臠
5099,21768,,脖,脖,脖
5100,22976,0756,脚,腳,腳
5101,22977,,脚,脚,脚
5102,3592,,脧,脧,脧
5103,6167,,脬,脬,脬
5104,10853,,脯,脯,脯
5105,19651,,脰,脰,脰
5106,22156,0573,脱,脫,脫
5107,22116,,脱,脫,脫
5108,6678,,脶,腡,腡
5109,14614,,脸,臉,臉
5110,1107,,脾,脾,脾
5111,12185,,腆,腆,腆
5112,24936,,腊,臘,臘
5113,23812,,腋,腋,腋
5114,25496,,腌,腌,腌
5115,9597,,腌,醃,醃
5116,9814,,腌,醃,醃
5117,9815,,腌,腌,腌
5118,10900,,腐,腐,腐
5119,10858,,腑,腑,腑
5120,1926,,腓,腓,腓
5121,742,,腔,腔,腔
5122,17756,,腕,腕,腕
5123,23600,,腘,膕,膕
5124,19714,,腠,腠,腠
5125,19307,,腥,腥,腥
5126,8106,,腥,腥,腥
5127,23237,,腭,齶,齶
5128,21783,,腯,腯,腯
5129,5979,0322,腰,腰,腰
5130,17538,,腱,腱,腱
5131,2422,,腴,腴,腴
5132,20304,,腹,腹,腹
5133,15172,,腻,膩,膩
5134,12192,,腼,靦,靦
5135,8431,,腾,騰,騰
5136,11381,,腿,腿,腿
5137,7557,,膀,膀,膀
5138,10682,,膂,膂,膂
5139,15974,,膆,膆,膆
5140,14950,,膇,膇,膇
5141,23692,,膈,膈,膈
5142,23251,,膊,膊,膊
5143,3267,,膎,膎,膎
5144,18591,,膏,膏,膏
5145,6252,,膏,膏,膏
5146,11561,,膑,臏,臏
5147,12709,,膘,膘,膘
5148,12723,,膘,膘,膘
5149,13395,,膙,膙,膙
5150,23135,,膜,膜,膜
5151,2651,,膜,膜,膜
5152,21122,,膝,膝,膝
5153,7643,,膨,膨,膨
5154,5733,,膫,膫,膫
5155,16326,,膬,膬,膬
5156,17025,,膭,膭,膭
5157,18121,,膳,膳,膳
5158,8311,,膺,膺,膺
5159,5367,,膻,羶,羶
5160,11972,,膻,膻,膻
5161,4563,,臀,臀,臀
5162,14901,,臂,臂,臂
5163,24308,,臆,臆,臆
5164,24937,,臈,臈,臈
5165,6350,,臊,臊,臊
5166,5957,,臕,臕,臕
5167,13150,,臝,臝,臝
5168,2332,,臞,臞,臞
5169,3789,,臣,臣,臣
5170,5132,,臤,臤,臤
5171,7547,,臧,臧,臧
5172,15333,,自,自,自
5173,22594,,臬,臬,臬
5174,19481,0359,臭,臭,臭
5175,15022,,至,至,至
5176,15179,,致,致,致
5177,15199,,致,緻,緻
5178,4100,,臻,臻,臻
5179,13952,,臼,臼,臼
5180,2420,,臾,臾,臾
5181,12769,,舀,舀,舀
5182,2085,,舁,舁,舁
5183,454,,舂,舂,舂
5184,23053,,舄,舄,舄
5185,13950,0364,舅,舅,舅
5186,2074,,舆,輿,輿
5187,17301,,舋,舋,舋
5188,22762,0518,舌,舌,舌
5189,22369,,舌,舌,舌
5190,13243,,舍,捨,捨
5191,13244,,舍,舍,舍
5192,18896,,舍,舍,舍
5193,10281,,舐,舐,舐
5194,2025,,舒,舒,舒
5195,10279,,舓,舓,舓
5196,12510,,舛,舛,舛
5197,17376,,舜,舜,舜
5198,22326,,舝,舝,舝
5199,10873,,舞,舞,舞
5200,8638,,舟,舟,舟
5201,5525,,舩,舩,舩
5202,7515,,航,航,航
5203,19084,,舫,舫,舫
5204,4888,,般,般,般
5205,4933,,般,般,般
5206,4981,,般,般,般
5207,14633,,舰,艦,艦
5208,13030,,舵,舵,舵
5209,23426,,舶,舶,舶
5210,5135,,舷,舷,舷
5211,13014,,舸,舸,舸
5212,5524,0594,船,船,船
5213,2813,,舻,艫,艫
5214,18631,,艁,艁,艁
5215,13776,,艇,艇,艇
5216,13640,,艋,艋,艋
5217,6895,,艖,艖,艖
5218,6432,,艚,艚,艚
5219,209,,艨,艨,艨
5220,17607,,艮,艮,艮
5221,7038,,良,良,良
5222,5016,,艰,艱,艱
5223,24323,0824,色,色,色
5224,19912,,艳,豔,豔
5225,21570,,艴,艴,艴
5226,19913,,艶,艶,艶
5227,12933,,艸,艸,艸
5228,16466,0154,艺,藝,藝
5229,16555,,艾,艾,艾
5230,8342,,艿,艿,艿
5231,22440,0548,节,節,節
5232,10235,,芈,羋,羋
5233,5089,,芊,芊,芊
5234,15843,0117,芋,芋,芋
5235,23033,,芍,芍,芍
5236,23097,,芍,芍,芍
5237,12653,,芍,芍,芍
5238,136,,芎,芎,芎
5239,10554,,芑,芑,芑
5240,7194,,芒,芒,芒
5241,7541,,芒,芒,芒
5242,15396,,芓,芓,芓
5243,15543,,芔,芔,芔
5244,7058,,芗,薌,薌
5245,2502,,芙,芙,芙
5246,2268,,芜,蕪,蕪
5247,1632,,芝,芝,芝
5248,9797,,芟,芟,芟
5249,14482,,芡,芡,芡
5250,16811,,芥,芥,芥
5251,2171,,芦,蘆,蘆
5252,2803,,芦,蘆,蘆
5253,10696,,芧,芧,芧
5254,24681,,芨,芨,芨
5255,9210,,芩,芩,芩
5256,948,,芪,芪,芪
5257,4311,,芫,芫,芫
5258,4250,,芬,芬,芬
5259,6883,,芭,芭,芭
5260,16313,,芮,芮,芮
5261,6807,0054,花,花,花
5262,7289,,芳,芳,芳
5263,10476,,芷,芷,芷
5264,4152,,芸,蕓,蕓
5265,4274,,芹,芹,芹
5266,6909,,芽,芽,芽
5267,9856,,苁,蓯,蓯
5268,10640,,苇,葦,葦
5269,17936,,苋,莧,莧
5270,7379,,苍,蒼,蒼
5271,10697,,苎,苧,苧
5272,2833,,苏,蘇,蘇
5273,11806,,苑,苑,苑
5274,14495,,苒,苒,苒
5275,8139,,苓,苓,苓
5276,3612,,苔,苔,苔
5277,5709,,苕,苕,苕
5278,5973,,苗,苗,苗
5279,13721,,苘,苘,苘
5280,6575,,苛,苛,苛
5281,20616,,苜,苜,苜
5282,6162,,苞,苞,苞
5283,14065,,苟,苟,苟
5284,10494,,苡,苡,苡
5285,10495,,苢,苢,苢
5286,10763,,苣,苣,苣
5287,23004,,若,若,若
5288,11111,0073,苦,苦,苦
5289,9559,,苫,苫,苫
5290,11868,,苯,苯,苯
5291,7680,,英,英,英
5292,25264,,苶,苶,苶
5293,9435,,苷,苷,苷
5294,3892,,苹,蘋,蘋
5295,7691,,苹,苹,苹
5296,2507,,苻,苻,苻
5297,21568,,茀,茀,茀
5298,21462,,茁,茁,茁
5299,21724,,茁,茁,茁
5300,22901,,茁,茁,茁
5301,19625,,茂,茂,茂
5302,14651,,范,范,范
5303,14652,,范,範,範
5304,6731,0012,茄,茄,茄
5305,6845,,茄,茄,茄
5306,6134,,茅,茅,茅
5307,7811,,茎,莖,莖
5308,246,,茏,蘢,蘢
5309,7945,,茔,塋,塋
5310,8022,,茕,煢,煢
5311,13755,,茗,茗,茗
5312,17608,,茛,茛,茛
5313,17963,,茜,茜,茜
5314,6299,,茠,茠,茠
5315,12213,,茧,繭,繭
5316,1385,,茨,茨,茨
5317,7533,,茫,茫,茫
5318,6079,,茭,茭,茭
5319,5870,,茮,茮,茮
5320,20325,,茯,茯,茯
5321,2408,,茱,茱,茱
5322,3469,,茴,茴,茴
5323,3754,,茵,茵,茵
5324,6931,0032,茶,茶,茶
5325,21624,,茷,茷,茷
5326,604,,茸,茸,茸
5327,2211,,茹,茹,茹
5328,167,,茺,茺,茺
5329,4000,,荀,荀,荀
5330,5547,,荃,荃,荃
5331,7699,,荆,荊,荊
5332,13636,,荇,荇,荇
5333,12932,0288,草,草,草
5334,14203,,荏,荏,荏
5335,18083,,荐,薦,薦
5336,18097,,荐,荐,荐
5337,7421,,荒,荒,荒
5338,14854,,荔,荔,荔
5339,21982,,荙,薘,薘
5340,25222,,荚,莢,莢
5341,5884,,荛,蕘,蕘
5342,21255,,荜,蓽,蓽
5343,6000,,荞,蕎,蕎
5344,16658,,荟,薈,薈
5345,1387,,荠,薺,薺
5346,11149,,荠,薺,薺
5347,13461,,荡,蕩,蕩
5348,13469,,荡,盪,盪
5349,19147,,荡,蕩,蕩
5350,19148,,荡,盪,盪
5351,7718,0913,荣,榮,榮
5352,4239,,荤,葷,葷
5353,8267,,荥,滎,滎
5354,8264,,荧,熒,熒
5355,9310,,荨,蕁,蕁
5356,4529,,荪,蓀,蓀
5357,19788,,荫,蔭,蔭
5358,22935,0758,药,藥,藥
5359,19650,,荳,荳,荳
5360,6573,,荷,荷,荷
5361,13058,,荷,荷,荷
5362,24071,,荻,荻,荻
5363,2734,,荼,荼,荼
5364,1516,,荽,荽,荽
5365,1515,,荾,荾,荾
5366,15167,,莅,莅,莅
5367,10862,,莆,莆,莆
5368,2937,,莉,莉,莉
5369,6612,,莎,莎,莎
5370,3480,,莓,莓,莓
5371,13635,,莕,莕,莕
5372,4111,,莘,莘,莘
5373,3926,,莙,莙,莙
5374,4247,,莙,莙,莙
5375,18337,,莜,莜,莜
5376,18749,,莝,莝,莝
5377,4758,,莞,莞,莞
5378,13976,,莠,莠,莠
5379,7357,,莨,莨,莨
5380,2554,,莩,莩,莩
5381,6532,,莪,莪,莪
5382,23132,,莫,莫,莫
5383,3655,,莱,萊,萊
5384,5161,0535,莲,蓮,蓮
5385,15437,,莳,蒔,蒔
5386,1666,,莳,蒔,蒔
5387,23374,,获,穫,穫
5388,23588,,获,獲,獲
5389,7721,,莹,瑩,瑩
5390,7825,,莺,鶯,鶯
5391,4016,,莼,蒓,蒓
5392,13508,,莽,莽,莽
5393,11805,,菀,菀,菀
5394,7918,,菁,菁,菁
5395,2,,菄,菄,菄
5396,4996,,菅,菅,菅
5397,20400,0973,菊,菊,菊
5398,11575,,菌,菌,菌
5399,11802,,菌,菌,菌
5400,6574,,菏,菏,菏
5401,13080,,菓,菓,菓
5402,20348,,菔,菔,菔
5403,24558,,菔,菔,菔
5404,7109,,菖,菖,菖
5405,101,,菘,菘,菘
5406,17135,0123,菜,菜,菜
5407,15916,,菟,菟,菟
5408,18641,,菢,菢,菢
5409,2657,,菩,菩,菩
5410,3611,,菭,菭,菭
5411,2694,,菰,菰,菰
5412,8300,,菱,菱,菱
5413,1907,,菲,菲,菲
5414,2230,,菹,菹,菹
5415,20510,,菽,菽,菽
5416,1694,,萁,萁,萁
5417,1761,,萁,萁,萁
5418,15305,,萃,萃,萃
5419,6381,,萄,萄,萄
5420,2956,,萋,萋,萋
5421,7785,,萌,萌,萌
5422,8257,,萍,萍,萍
5423,849,,萎,萎,萎
5424,23193,,萚,蘀,蘀
5425,6553,,萝,蘿,蘿
5426,8266,,萤,螢,螢
5427,7943,0915,营,營,營
5428,8015,,萦,縈,縈
5429,5650,,萧,蕭,蕭
5430,22011,,萨,薩,薩
5431,4388,,萱,萱,萱
5432,23229,,萼,萼,萼
5433,23148,0717,落,落,落
5434,12981,,葆,葆,葆
5435,513,,葑,葑,葑
5436,15655,,著,著,著
5437,10733,,著,著,著
5438,23098,,著,著,著
5439,23104,,著,著,著
5440,14234,,葚,葚,葚
5441,22000,,葛,葛,葛
5442,9827,,董,董,董
5443,6864,,葩,葩,葩
5444,2683,,葫,葫,葫
